instruction,response,product_name,total_price,price_per_unit,unit_value,unit
"What is the price per unit for TRIPLE LEAF TEA TEA,JASMINE GREEN, 20 BAG?","The price per unit for TRIPLE LEAF TEA TEA,JASMINE GREEN, 20 BAG is $8.990 per Count. The total price is $8.99 for 1.0 Count.","TRIPLE LEAF TEA TEA,JASMINE GREEN, 20 BAG",8.99,8.99,1.0,Count
"What is the price per unit for Mandarin Orange White Tea (Loose) (8 oz, ZIN: 540764)?","The price per unit for Mandarin Orange White Tea (Loose) (8 oz, ZIN: 540764) is $6.345 per Ounce. The total price is $50.76 for 8.0 Ounce.","Mandarin Orange White Tea (Loose) (8 oz, ZIN: 540764)",50.76,6.345,8.0,Ounce
What is the price per unit for Albert's Alberts Sour Sprayer 12ct Box?,The price per unit for Albert's Alberts Sour Sprayer 12ct Box is $32.300 per Count. The total price is $32.30 for 1.0 Count.,Albert's Alberts Sour Sprayer 12ct Box,32.3,32.3,1.0,Count
"What is the price per unit for Rule Breaker Snacks Brownies | Vegan, Gluten-Free, Top 11 Allergen Free | Soft-Baked, Great for lunchboxes Snacks for Kids and Adults (Pack of 12)?","The price per unit for Rule Breaker Snacks Brownies | Vegan, Gluten-Free, Top 11 Allergen Free | Soft-Baked, Great for lunchboxes Snacks for Kids and Adults (Pack of 12) is $1.315 per Ounce. The total price is $29.99 for 22.8 Ounce.","Rule Breaker Snacks Brownies | Vegan, Gluten-Free, Top 11 Allergen Free | Soft-Baked, Great for lunchboxes Snacks for Kids and Adults (Pack of 12)",29.99,1.3154,22.8,Ounce
What is the price per unit for PureVia Stevia Zero Calorie Sweetener 80-Count Packets - 2 Pack?,The price per unit for PureVia Stevia Zero Calorie Sweetener 80-Count Packets - 2 Pack is $7.053 per Count. The total price is $14.10 for 2.0 Count.,PureVia Stevia Zero Calorie Sweetener 80-Count Packets - 2 Pack,14.1,7.0525,2.0,Count
"What is the price per unit for Junior's Most Fabulous Single Serve Coffee (Hazelnut Torte, 100 Count)?","The price per unit for Junior's Most Fabulous Single Serve Coffee (Hazelnut Torte, 100 Count) is $0.380 per Count. The total price is $38.00 for 100.0 Count.","Junior's Most Fabulous Single Serve Coffee (Hazelnut Torte, 100 Count)",38.0,0.38,100.0,Count
What is the price per unit for Blue Diamond Whole Natural Almonds (Pack of 2)?,The price per unit for Blue Diamond Whole Natural Almonds (Pack of 2) is $0.200 per Ounce. The total price is $9.98 for 50.0 Ounce.,Blue Diamond Whole Natural Almonds (Pack of 2),9.98,0.1996,50.0,Ounce
"What is the price per unit for Simply Doritos Tortilla Chips, Zesty Cool Ranch, 7.5 oz Bag?","The price per unit for Simply Doritos Tortilla Chips, Zesty Cool Ranch, 7.5 oz Bag is $0.625 per Ounce. The total price is $4.69 for 7.5 Ounce.","Simply Doritos Tortilla Chips, Zesty Cool Ranch, 7.5 oz Bag",4.69,0.6253,7.5,Ounce
"What is the price per unit for Simply Organic Ground Cinnamon, 2.45 Ounce?","The price per unit for Simply Organic Ground Cinnamon, 2.45 Ounce is $2.400 per ounce. The total price is $5.88 for 2.5 ounce.","Simply Organic Ground Cinnamon, 2.45 Ounce",5.88,2.4,2.45,ounce
What is the price per unit for Podravka Liver Pate 100g?,The price per unit for Podravka Liver Pate 100g is $2.283 per ounce. The total price is $7.99 for 3.5 ounce.,Podravka Liver Pate 100g,7.99,2.2829,3.5,ounce
What is the price per unit for Gourmet Milk Chocolate Covered Almonds by Its Delish – 1 LB Bulk Bag – Kosher Dairy Chocolate Coated California Almonds?,The price per unit for Gourmet Milk Chocolate Covered Almonds by Its Delish – 1 LB Bulk Bag – Kosher Dairy Chocolate Coated California Almonds is $21.990 per Count. The total price is $21.99 for 1.0 Count.,Gourmet Milk Chocolate Covered Almonds by Its Delish – 1 LB Bulk Bag – Kosher Dairy Chocolate Coated California Almonds,21.99,21.99,1.0,Count
What is the price per unit for Realemon Juice 4 Case 1 Gallon?,The price per unit for Realemon Juice 4 Case 1 Gallon is $0.688 per Fl Oz. The total price is $88.09 for 128.0 Fl Oz.,Realemon Juice 4 Case 1 Gallon,88.09,0.6882,128.0,Fl Oz
"What is the price per unit for Jelly Belly, Gourmet Jelly Beans, 30 Flavors, 7oz Bag (Pack of 4)?","The price per unit for Jelly Belly, Gourmet Jelly Beans, 30 Flavors, 7oz Bag (Pack of 4) is $1.373 per Count. The total price is $5.49 for 4.0 Count.","Jelly Belly, Gourmet Jelly Beans, 30 Flavors, 7oz Bag (Pack of 4)",5.49,1.3725,4.0,Count
What is the price per unit for Swedish Lingonberry Preserves by Felix 14.5 ounce (Pack of 2)?,The price per unit for Swedish Lingonberry Preserves by Felix 14.5 ounce (Pack of 2) is $0.251 per Ounce. The total price is $7.29 for 29.0 Ounce.,Swedish Lingonberry Preserves by Felix 14.5 ounce (Pack of 2),7.29,0.2514,29.0,Ounce
"What is the price per unit for Gerber Lil' Bits Baby Cereal, Oatmeal Banana Strawberry, 8 Ounce (8 oz (Pack of 2))?","The price per unit for Gerber Lil' Bits Baby Cereal, Oatmeal Banana Strawberry, 8 Ounce (8 oz (Pack of 2)) is $0.267 per Fl Oz. The total price is $4.26 for 16.0 Fl Oz.","Gerber Lil' Bits Baby Cereal, Oatmeal Banana Strawberry, 8 Ounce (8 oz (Pack of 2))",4.26,0.2666,16.0,Fl Oz
"What is the price per unit for QuikTea Vegan Turmeric Ginger Chai Tea Latte Mix - 10 Count Single Box - All Natural, Non GMO, Vegan Certified | Convenient & Easy Dairy Free Instant Chai Tea Mix | Healthy Coffee Alternative?","The price per unit for QuikTea Vegan Turmeric Ginger Chai Tea Latte Mix - 10 Count Single Box - All Natural, Non GMO, Vegan Certified | Convenient & Easy Dairy Free Instant Chai Tea Mix | Healthy Coffee Alternative is $1.119 per Ounce. The total price is $9.46 for 8.4 Ounce.","QuikTea Vegan Turmeric Ginger Chai Tea Latte Mix - 10 Count Single Box - All Natural, Non GMO, Vegan Certified | Convenient & Easy Dairy Free Instant Chai Tea Mix | Healthy Coffee Alternative",9.46,1.1189,8.45,Ounce
"What is the price per unit for Lars' Own Belgian Pearl Sugar, 8 Ounce (Pack of 2)?","The price per unit for Lars' Own Belgian Pearl Sugar, 8 Ounce (Pack of 2) is $0.944 per Ounce. The total price is $15.10 for 16.0 Ounce.","Lars' Own Belgian Pearl Sugar, 8 Ounce (Pack of 2)",15.1,0.9438,16.0,Ounce
What is the price per unit for CHIA?,The price per unit for CHIA is $1.004 per Ounce. The total price is $12.05 for 12.0 Ounce.,CHIA,12.05,1.0042,12.0,Ounce
"What is the price per unit for Hershey Assorted Flavored, Halloween Candy Bulk Bag, 39.43 oz (125 Pieces)?","The price per unit for Hershey Assorted Flavored, Halloween Candy Bulk Bag, 39.43 oz (125 Pieces) is $0.185 per Count. The total price is $23.09 for 125.0 Count.","Hershey Assorted Flavored, Halloween Candy Bulk Bag, 39.43 oz (125 Pieces)",23.09,0.1847,125.0,Count
What is the price per unit for Sanded Clove Drops Old Fashioned Hard Candy 1 pounds Claey's Candies?,The price per unit for Sanded Clove Drops Old Fashioned Hard Candy 1 pounds Claey's Candies is $1.299 per Fl Oz. The total price is $20.78 for 16.0 Fl Oz.,Sanded Clove Drops Old Fashioned Hard Candy 1 pounds Claey's Candies,20.78,1.2988,16.0,Fl Oz
"What is the price per unit for Plum Organics Stage 2 Organic Baby Food, Pear & Mango, 4 Ounce Pouch, 4 Ounce?","The price per unit for Plum Organics Stage 2 Organic Baby Food, Pear & Mango, 4 Ounce Pouch, 4 Ounce is $0.520 per Ounce. The total price is $2.08 for 4.0 Ounce.","Plum Organics Stage 2 Organic Baby Food, Pear & Mango, 4 Ounce Pouch, 4 Ounce",2.08,0.52,4.0,Ounce
"What is the price per unit for Honey Stinger Organic Energy Chews, Cherry Blossom, 1.8 Ounce (Pack of 12)?","The price per unit for Honey Stinger Organic Energy Chews, Cherry Blossom, 1.8 Ounce (Pack of 12) is $1.284 per Ounce. The total price is $27.74 for 21.6 Ounce.","Honey Stinger Organic Energy Chews, Cherry Blossom, 1.8 Ounce (Pack of 12)",27.74,1.2843,21.6,Ounce
What is the price per unit for Nestle Coffee-mate Hazelnut Liquid Coffee Creamer 16 oz (Pack of 6)?,The price per unit for Nestle Coffee-mate Hazelnut Liquid Coffee Creamer 16 oz (Pack of 6) is $0.028 per Fl Oz. The total price is $2.72 for 96.0 Fl Oz.,Nestle Coffee-mate Hazelnut Liquid Coffee Creamer 16 oz (Pack of 6),2.72,0.0283,96.0,Fl Oz
"What is the price per unit for Duncan Hines Easy Cake Kit Golden Fudge Cake Mix, 8.4 OZ?","The price per unit for Duncan Hines Easy Cake Kit Golden Fudge Cake Mix, 8.4 OZ is $0.344 per Ounce. The total price is $2.92 for 8.5 Ounce.","Duncan Hines Easy Cake Kit Golden Fudge Cake Mix, 8.4 OZ",2.92,0.3443,8.48,Ounce
"What is the price per unit for Chefmaster Neon Orange Liqua-Gel® Food Coloring | Vibrant Color | Professional-Grade Dye for Icing, Frosting, Fondant | Baking & Decorating | Fade-Resistant | Easy-to-Use | Made in USA | 2.3 oz?","The price per unit for Chefmaster Neon Orange Liqua-Gel® Food Coloring | Vibrant Color | Professional-Grade Dye for Icing, Frosting, Fondant | Baking & Decorating | Fade-Resistant | Easy-to-Use | Made in USA | 2.3 oz is $4.343 per Fl Oz. The total price is $9.99 for 2.3 Fl Oz.","Chefmaster Neon Orange Liqua-Gel® Food Coloring | Vibrant Color | Professional-Grade Dye for Icing, Frosting, Fondant | Baking & Decorating | Fade-Resistant | Easy-to-Use | Made in USA | 2.3 oz",9.99,4.3435,2.3,Fl Oz
"What is the price per unit for SIMPLY ORGANIC EXTRACT VANILLA ORG, 2 OZ?","The price per unit for SIMPLY ORGANIC EXTRACT VANILLA ORG, 2 OZ is $76.530 per Count. The total price is $76.53 for 1.0 Count.","SIMPLY ORGANIC EXTRACT VANILLA ORG, 2 OZ",76.53,76.53,1.0,Count
"What is the price per unit for KaBloom PRIME NEXT DAY DELIVERY - Mother’s Day Collection - Cupid's Roses Romantic Bouquet of 9 Red and 9 Pink Roses with Vase.Gift for Birthday, Thank You, Valentine, Mother’s Day Fresh Flowers?","The price per unit for KaBloom PRIME NEXT DAY DELIVERY - Mother’s Day Collection - Cupid's Roses Romantic Bouquet of 9 Red and 9 Pink Roses with Vase.Gift for Birthday, Thank You, Valentine, Mother’s Day Fresh Flowers is $61.420 per Count. The total price is $61.42 for 1.0 Count.","KaBloom PRIME NEXT DAY DELIVERY - Mother’s Day Collection - Cupid's Roses Romantic Bouquet of 9 Red and 9 Pink Roses with Vase.Gift for Birthday, Thank You, Valentine, Mother’s Day Fresh Flowers",61.42,61.42,1.0,Count
"What is the price per unit for Lavender Lemongrass Decaf Black Tea (50 tea bags, ZIN: 535376) - 3 Pack?","The price per unit for Lavender Lemongrass Decaf Black Tea (50 tea bags, ZIN: 535376) - 3 Pack is $0.783 per Count. The total price is $117.49 for 150.0 Count.","Lavender Lemongrass Decaf Black Tea (50 tea bags, ZIN: 535376) - 3 Pack",117.49,0.7833,150.0,Count
"What is the price per unit for Nissin Hot & Spicy Fire Wok, Scorchin' Sesame Shrimp, 4.55 Ounce (Pack of 1)?","The price per unit for Nissin Hot & Spicy Fire Wok, Scorchin' Sesame Shrimp, 4.55 Ounce (Pack of 1) is $0.337 per Ounce. The total price is $1.54 for 4.5 Ounce.","Nissin Hot & Spicy Fire Wok, Scorchin' Sesame Shrimp, 4.55 Ounce (Pack of 1)",1.54,0.3374,4.55,Ounce
What is the price per unit for Seminole Florida Stone Crab Sauce?,The price per unit for Seminole Florida Stone Crab Sauce is $1.661 per Ounce. The total price is $14.95 for 9.0 Ounce.,Seminole Florida Stone Crab Sauce,14.95,1.6611,9.0,Ounce
"What is the price per unit for Shameless Snacks - Healthy Low Calorie Snacks, Low Carb Keto Gummies (Gluten Free Candy) - 6 Pack Wassup Watermelon?","The price per unit for Shameless Snacks - Healthy Low Calorie Snacks, Low Carb Keto Gummies (Gluten Free Candy) - 6 Pack Wassup Watermelon is $0.305 per Ounce. The total price is $3.29 for 10.8 Ounce.","Shameless Snacks - Healthy Low Calorie Snacks, Low Carb Keto Gummies (Gluten Free Candy) - 6 Pack Wassup Watermelon",3.29,0.3046,10.8,Ounce
"What is the price per unit for Rice Krispies Treats Crispy Marshmallow Squares, Kids Snacks, Snack Bars, Original, 12.4oz Box (16 Bars)?","The price per unit for Rice Krispies Treats Crispy Marshmallow Squares, Kids Snacks, Snack Bars, Original, 12.4oz Box (16 Bars) is $0.402 per Ounce. The total price is $4.99 for 12.4 Ounce.","Rice Krispies Treats Crispy Marshmallow Squares, Kids Snacks, Snack Bars, Original, 12.4oz Box (16 Bars)",4.99,0.4024,12.4,Ounce
What is the price per unit for Flavor Expressions Garlic Parmesan?,The price per unit for Flavor Expressions Garlic Parmesan is $1.021 per Ounce. The total price is $8.17 for 8.0 Ounce.,Flavor Expressions Garlic Parmesan,8.17,1.0212,8.0,Ounce
"What is the price per unit for Milk Magic Strawberry Milk Flavoring Straws, Includes 72 Milk Straws?","The price per unit for Milk Magic Strawberry Milk Flavoring Straws, Includes 72 Milk Straws is $0.360 per Count. The total price is $25.95 for 72.0 Count.","Milk Magic Strawberry Milk Flavoring Straws, Includes 72 Milk Straws",25.95,0.3604,72.0,Count
What is the price per unit for Ann Clark Mocha Brown Food Coloring Gel .70 oz. Professional Grade Made in USA?,The price per unit for Ann Clark Mocha Brown Food Coloring Gel .70 oz. Professional Grade Made in USA is $9.986 per Fl Oz. The total price is $6.99 for 0.7 Fl Oz.,Ann Clark Mocha Brown Food Coloring Gel .70 oz. Professional Grade Made in USA,6.99,9.9857,0.7,Fl Oz
"What is the price per unit for vitaminwater Zero Rise Water, 16.9 Fl Oz (pack of 6)?","The price per unit for vitaminwater Zero Rise Water, 16.9 Fl Oz (pack of 6) is $0.069 per Fl Oz. The total price is $6.99 for 101.4 Fl Oz.","vitaminwater Zero Rise Water, 16.9 Fl Oz (pack of 6)",6.99,0.0689,101.4,Fl Oz
"What is the price per unit for Neutrogena Ultra Light Cleansing Oil & Makeup Remover, 4.5 Fluid Ounce?","The price per unit for Neutrogena Ultra Light Cleansing Oil & Makeup Remover, 4.5 Fluid Ounce is $2.220 per fl oz. The total price is $9.99 for 4.5 fl oz.","Neutrogena Ultra Light Cleansing Oil & Makeup Remover, 4.5 Fluid Ounce",9.99,2.22,4.5,fl oz
"What is the price per unit for White Monkey Paw Tea (Loose) (4 oz, ZIN: 510612) - 3 Pack?","The price per unit for White Monkey Paw Tea (Loose) (4 oz, ZIN: 510612) - 3 Pack is $18.796 per Ounce. The total price is $225.55 for 12.0 Ounce.","White Monkey Paw Tea (Loose) (4 oz, ZIN: 510612) - 3 Pack",225.55,18.7958,12.0,Ounce
"What is the price per unit for Premium Saltine Crackers Original, 8oz box?","The price per unit for Premium Saltine Crackers Original, 8oz box is $0.372 per Ounce. The total price is $2.98 for 8.0 Ounce.","Premium Saltine Crackers Original, 8oz box",2.98,0.3725,8.0,Ounce
"What is the price per unit for Gerber Snacks for Baby Fruit & Veggie Melts, Truly Tropical Blend, 1 Ounce (Pack of 7)?","The price per unit for Gerber Snacks for Baby Fruit & Veggie Melts, Truly Tropical Blend, 1 Ounce (Pack of 7) is $0.526 per Ounce. The total price is $3.68 for 7.0 Ounce.","Gerber Snacks for Baby Fruit & Veggie Melts, Truly Tropical Blend, 1 Ounce (Pack of 7)",3.68,0.5257,7.0,Ounce
"What is the price per unit for Barilla Al Bronzo Mezzi Rigatoni Pasta (14.1 oz.), Bronze Cut Pasta Created from a Reserve Batch Durum Wheat, Non-GMO, Kosher?","The price per unit for Barilla Al Bronzo Mezzi Rigatoni Pasta (14.1 oz.), Bronze Cut Pasta Created from a Reserve Batch Durum Wheat, Non-GMO, Kosher is $0.578 per Ounce. The total price is $8.14 for 14.1 Ounce.","Barilla Al Bronzo Mezzi Rigatoni Pasta (14.1 oz.), Bronze Cut Pasta Created from a Reserve Batch Durum Wheat, Non-GMO, Kosher",8.14,0.5777,14.1,Ounce
What is the price per unit for Holiday Candy Mix - Goodie Bag Stuffers - 2 Pounds - Candy Variety Pack - Piñata Filler - Bulk Candies Favors for Party Bags - Individually Wrapped - Fun Size Candy Goody Mix?,The price per unit for Holiday Candy Mix - Goodie Bag Stuffers - 2 Pounds - Candy Variety Pack - Piñata Filler - Bulk Candies Favors for Party Bags - Individually Wrapped - Fun Size Candy Goody Mix is $0.625 per Ounce. The total price is $19.99 for 32.0 Ounce.,Holiday Candy Mix - Goodie Bag Stuffers - 2 Pounds - Candy Variety Pack - Piñata Filler - Bulk Candies Favors for Party Bags - Individually Wrapped - Fun Size Candy Goody Mix,19.99,0.6247,32.0,Ounce
"What is the price per unit for La Preferida Organic Mild Green Chilies Diced, Roasted and Peeled, Gluten Free, 4 Ounce (Pack of 12)?","The price per unit for La Preferida Organic Mild Green Chilies Diced, Roasted and Peeled, Gluten Free, 4 Ounce (Pack of 12) is $0.102 per Ounce. The total price is $4.88 for 48.0 Ounce.","La Preferida Organic Mild Green Chilies Diced, Roasted and Peeled, Gluten Free, 4 Ounce (Pack of 12)",4.88,0.1018,48.0,Ounce
What is the price per unit for Assorted Pastel Flower Shaped Candy Sprinkles 8 Ounce-Confetti Edible Ice Cream or Cupcake Topping For Kids Birthday Parties or Play Dates?,The price per unit for Assorted Pastel Flower Shaped Candy Sprinkles 8 Ounce-Confetti Edible Ice Cream or Cupcake Topping For Kids Birthday Parties or Play Dates is $1.624 per Ounce. The total price is $12.99 for 8.0 Ounce.,Assorted Pastel Flower Shaped Candy Sprinkles 8 Ounce-Confetti Edible Ice Cream or Cupcake Topping For Kids Birthday Parties or Play Dates,12.99,1.6238,8.0,Ounce
"What is the price per unit for Tadin Mango Green Tea Bag, 24-count (Pack of 6)?","The price per unit for Tadin Mango Green Tea Bag, 24-count (Pack of 6) is $0.187 per Count. The total price is $26.99 for 144.0 Count.","Tadin Mango Green Tea Bag, 24-count (Pack of 6)",26.99,0.1874,144.0,Count
"What is the price per unit for Simply Organic Southwest Taco Simmer Sauce, Certified Organic | 8 oz | Pack of 6?","The price per unit for Simply Organic Southwest Taco Simmer Sauce, Certified Organic | 8 oz | Pack of 6 is $5.477 per Count. The total price is $32.86 for 6.0 Count.","Simply Organic Southwest Taco Simmer Sauce, Certified Organic | 8 oz | Pack of 6",32.86,5.4767,6.0,Count
"What is the price per unit for Copper Moon Ground Coffee, Medium Roast, Hawaiian Hazelnut Blend, 12 Oz?","The price per unit for Copper Moon Ground Coffee, Medium Roast, Hawaiian Hazelnut Blend, 12 Oz is $1.833 per Ounce. The total price is $21.99 for 12.0 Ounce.","Copper Moon Ground Coffee, Medium Roast, Hawaiian Hazelnut Blend, 12 Oz",21.99,1.8325,12.0,Ounce
"What is the price per unit for Gatorade Fierce, Green Apple, 20 Ounce Bottles (Pack of 12)?","The price per unit for Gatorade Fierce, Green Apple, 20 Ounce Bottles (Pack of 12) is $0.090 per Fl Oz. The total price is $21.66 for 240.0 Fl Oz.","Gatorade Fierce, Green Apple, 20 Ounce Bottles (Pack of 12)",21.66,0.0903,240.0,Fl Oz
"What is the price per unit for La Banderita® Carb Counter Whole Wheat | 8"" Flour Tortillas | Keto Certified | 8 Count 12.7oz. | 4 Pack Case.?","The price per unit for La Banderita® Carb Counter Whole Wheat | 8"" Flour Tortillas | Keto Certified | 8 Count 12.7oz. | 4 Pack Case. is $0.323 per Ounce. The total price is $16.42 for 50.8 Ounce.","La Banderita® Carb Counter Whole Wheat | 8"" Flour Tortillas | Keto Certified | 8 Count 12.7oz. | 4 Pack Case.",16.42,0.3233,50.8,Ounce
